prevalence,dependence,ranking,aida_auc,baseline_auc,datasets,budget,pool,images,delta_name,delta,successes,iterations,power,monte_carlo_se,power_wilson95_low,power_wilson95_high,exceeds_expected_errors,pool_unique_errors_per_dataset,mean_aida_unique_errors,mean_baseline_unique_errors,blocks_per_dataset,blocks_total,per_dataset_evidence,evidence,required_active_minutes,status,official_scenario,exploratory,cell_seed
0.25,independent,large_gap,0.85,0.7,1,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,238.5,200.28,160.38,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,299.6,252.22,200.0,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,600,1200,757,B,30.0,37,60,0.6166666666666667,0.06276794416591015,0.4902,0.7291,False,299.6,252.22,200.0,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,1,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,299.6,252.22,200.0,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,120,240,151,A,1.0,52,60,0.8666666666666667,0.04388537257362555,0.7583,0.9309,False,59.6,50.18,39.93,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,120,240,151,B,6.0,16,60,0.26666666666666666,0.05708992257184502,0.1713,0.3901,False,59.6,50.18,39.93,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,59.6,50.18,39.93,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,240,480,303,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,118.7,99.83,79.64,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,240,480,303,B,12.0,25,60,0.4166666666666667,0.06364688465216445,0.3006,0.5427,False,118.7,99.83,79.64,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,118.7,99.83,79.64,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,181.7,151.42,121.03,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,360,720,454,B,18.0,44,60,0.7333333333333333,0.057089922571845024,0.6099,0.8287,False,181.7,151.42,121.03,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,181.7,151.42,121.03,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,239.1,201.16,159.71,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,480,960,605,B,24.0,50,60,0.8333333333333334,0.04811252243246881,0.7197,0.9069,False,239.1,201.16,159.71,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,239.1,201.16,159.71,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,298.1,251.02,199.27,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,600,1200,757,B,30.0,56,60,0.9333333333333333,0.032203059435976525,0.8407,0.9738,False,298.1,251.02,199.27,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,2,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,298.1,251.02,199.27,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,120,240,151,A,1.0,59,60,0.9833333333333333,0.016527194200715044,0.9114,0.9971,False,59.3,49.94,39.8,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,120,240,151,B,6.0,19,60,0.31666666666666665,0.06005398805642704,0.2131,0.4423,False,59.3,49.94,39.8,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,59.3,49.94,39.8,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,240,480,303,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,119.7,100.37,79.91,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,240,480,303,B,12.0,43,60,0.7166666666666667,0.05817438662555248,0.5923,0.8149,False,119.7,100.37,79.91,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,119.7,100.37,79.91,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,181.3,152.03,121.57,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,360,720,454,B,18.0,49,60,0.8166666666666667,0.04995368225036439,0.7008,0.8944,False,181.3,152.03,121.57,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,181.3,152.03,121.57,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,239.4,201.08,160.44,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,480,960,605,B,24.0,55,60,0.9166666666666666,0.035681201607403144,0.8193,0.9639,False,239.4,201.08,160.44,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,239.4,201.08,160.44,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,301.7,253.39,200.89,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,600,1200,757,B,30.0,60,60,1.0,0.0,0.9398,1.0,False,301.7,253.39,200.89,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,3,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,301.7,253.39,200.89,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,120,240,151,A,1.0,59,60,0.9833333333333333,0.016527194200715044,0.9114,0.9971,False,59.9,50.31,39.96,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,120,240,151,B,6.0,34,60,0.5666666666666667,0.06397337409104348,0.441,0.6843,False,59.9,50.31,39.96,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,59.9,50.31,39.96,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,240,480,303,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,118.9,99.96,79.5,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,240,480,303,B,12.0,50,60,0.8333333333333334,0.04811252243246881,0.7197,0.9069,False,118.9,99.96,79.5,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,118.9,99.96,79.5,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,180.9,151.89,120.52,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,360,720,454,B,18.0,58,60,0.9666666666666667,0.023174059571793564,0.8864,0.9908,False,180.9,151.89,120.52,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,180.9,151.89,120.52,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,240.1,201.68,160.8,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,480,960,605,B,24.0,59,60,0.9833333333333333,0.016527194200715044,0.9114,0.9971,False,240.1,201.68,160.8,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,240.1,201.68,160.8,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,300.7,251.97,200.76,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,600,1200,757,B,30.0,60,60,1.0,0.0,0.9398,1.0,False,300.7,251.97,200.76,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_independent_large_gap
0.25,independent,large_gap,0.85,0.7,4,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,300.7,251.97,200.76,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.25_independent_large_gap
0.25,clustered,small_gap,0.75,0.7,1,120,240,151,A,1.0,4,60,0.06666666666666667,0.03220305943597653,0.0262,0.1593,False,55.6,40.57,38.13,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,55.6,40.57,38.13,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,55.6,40.57,38.13,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,240,480,303,A,1.0,5,60,0.08333333333333333,0.03568120160740314,0.0361,0.1807,False,109.4,80.08,74.97,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,109.4,80.08,74.97,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,109.4,80.08,74.97,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,360,720,454,A,1.0,9,60,0.15,0.046097722286464436,0.081,0.2611,False,163.4,120.17,112.45,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,163.4,120.17,112.45,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,163.4,120.17,112.45,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,480,960,605,A,1.0,14,60,0.23333333333333334,0.054602943890247176,0.1444,0.3544,False,219.0,162.28,151.48,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,219.0,162.28,151.48,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,219.0,162.28,151.48,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,600,1200,757,A,1.0,19,60,0.31666666666666665,0.06005398805642704,0.2131,0.4423,False,272.4,201.55,187.58,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,272.4,201.55,187.58,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,1,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,272.4,201.55,187.58,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,120,240,151,A,1.0,3,60,0.05,0.028136571693556888,0.0171,0.137,False,54.4,40.24,37.79,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,54.4,40.24,37.79,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,54.4,40.24,37.79,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,240,480,303,A,1.0,9,60,0.15,0.046097722286464436,0.081,0.2611,False,110.6,81.57,76.69,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,110.6,81.57,76.69,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,110.6,81.57,76.69,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,360,720,454,A,1.0,17,60,0.2833333333333333,0.05817438662555248,0.1851,0.4077,False,165.6,121.96,113.58,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,165.6,121.96,113.58,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,165.6,121.96,113.58,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,480,960,605,A,1.0,27,60,0.45,0.06422616289332565,0.3309,0.5751,False,220.5,162.37,150.72,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,220.5,162.37,150.72,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,220.5,162.37,150.72,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,600,1200,757,A,1.0,29,60,0.48333333333333334,0.06451385151296608,0.3618,0.6069,False,272.4,201.74,187.82,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,272.4,201.74,187.82,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,2,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,272.4,201.74,187.82,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,120,240,151,A,1.0,5,60,0.08333333333333333,0.03568120160740314,0.0361,0.1807,False,54.9,40.51,37.77,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,54.9,40.51,37.77,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,54.9,40.51,37.77,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,240,480,303,A,1.0,15,60,0.25,0.05590169943749474,0.1578,0.3723,False,110.4,81.72,75.97,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,110.4,81.72,75.97,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,110.4,81.72,75.97,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,360,720,454,A,1.0,24,60,0.4,0.06324555320336758,0.2857,0.5263,False,164.4,121.72,113.27,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,164.4,121.72,113.27,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,164.4,121.72,113.27,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,480,960,605,A,1.0,27,60,0.45,0.06422616289332565,0.3309,0.5751,False,218.5,160.64,150.74,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,218.5,160.64,150.74,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,218.5,160.64,150.74,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,600,1200,757,A,1.0,41,60,0.6833333333333333,0.06005398805642704,0.5577,0.7869,False,273.5,202.52,187.81,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,273.5,202.52,187.81,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,3,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,273.5,202.52,187.81,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,120,240,151,A,1.0,7,60,0.11666666666666667,0.04144384867012947,0.0577,0.2218,False,54.2,39.97,37.43,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,54.2,39.97,37.43,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,54.2,39.97,37.43,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,240,480,303,A,1.0,27,60,0.45,0.06422616289332565,0.3309,0.5751,False,109.9,81.7,76.02,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,109.9,81.7,76.02,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,109.9,81.7,76.02,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,360,720,454,A,1.0,25,60,0.4166666666666667,0.06364688465216445,0.3006,0.5427,False,163.2,120.55,112.65,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,163.2,120.55,112.65,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,163.2,120.55,112.65,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,480,960,605,A,1.0,37,60,0.6166666666666667,0.06276794416591015,0.4902,0.7291,False,219.2,161.63,151.44,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,219.2,161.63,151.44,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_clustered_small_gap
0.25,clustered,small_gap,0.75,0.7,4,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,219.2,161.63,151.44,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.25_clustered_small_gap
