prevalence,dependence,ranking,aida_auc,baseline_auc,datasets,budget,pool,images,delta_name,delta,successes,iterations,power,monte_carlo_se,power_wilson95_low,power_wilson95_high,exceeds_expected_errors,pool_unique_errors_per_dataset,mean_aida_unique_errors,mean_baseline_unique_errors,blocks_per_dataset,blocks_total,per_dataset_evidence,evidence,required_active_minutes,status,official_scenario,exploratory,cell_seed
0.065,independent,large_gap,0.85,0.7,4,240,480,303,A,1.0,59,60,0.9833333333333333,0.016527194200715044,0.9114,0.9971,False,32.0,29.32,22.73,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,32.0,29.32,22.73,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,32.0,29.32,22.73,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,360,720,454,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,46.8,43.37,33.12,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,46.8,43.37,33.12,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,46.8,43.37,33.12,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,480,960,605,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,62.5,57.61,44.39,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,62.5,57.61,44.39,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,62.5,57.61,44.39,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,76.8,70.75,54.23,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,76.8,70.75,54.23,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.065_independent_large_gap
0.065,independent,large_gap,0.85,0.7,4,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,76.8,70.75,54.23,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.065_independent_large_gap
0.065,clustered,small_gap,0.75,0.7,1,120,240,151,A,1.0,0,60,0.0,0.0,0.0,0.0602,False,15.4,11.55,10.83,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.4,11.55,10.83,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.4,11.55,10.83,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,240,480,303,A,1.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,31.1,23.72,22.55,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,31.1,23.72,22.55,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,31.1,23.72,22.55,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,360,720,454,A,1.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,44.3,34.25,31.58,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,44.3,34.25,31.58,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,44.3,34.25,31.58,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,480,960,605,A,1.0,1,60,0.016666666666666666,0.01652719420071502,0.0029,0.0886,False,60.2,47.03,43.23,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,60.2,47.03,43.23,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,60.2,47.03,43.23,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,600,1200,757,A,1.0,1,60,0.016666666666666666,0.01652719420071502,0.0029,0.0886,False,75.7,58.77,55.13,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,75.7,58.77,55.13,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,1,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,75.7,58.77,55.13,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,120,240,151,A,1.0,0,60,0.0,0.0,0.0,0.0602,False,14.7,11.5,10.74,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,14.7,11.5,10.74,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,14.7,11.5,10.74,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,240,480,303,A,1.0,5,60,0.08333333333333333,0.03568120160740314,0.0361,0.1807,False,30.6,23.76,21.52,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,30.6,23.76,21.52,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,30.6,23.76,21.52,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,360,720,454,A,1.0,6,60,0.1,0.03872983346207417,0.0466,0.2015,False,45.1,35.12,32.27,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,45.1,35.12,32.27,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,45.1,35.12,32.27,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,480,960,605,A,1.0,10,60,0.16666666666666666,0.048112522432468816,0.0931,0.2803,False,60.4,47.25,43.0,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,60.4,47.25,43.0,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,60.4,47.25,43.0,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,600,1200,757,A,1.0,10,60,0.16666666666666666,0.048112522432468816,0.0931,0.2803,False,75.2,58.94,54.05,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,75.2,58.94,54.05,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,2,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,75.2,58.94,54.05,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,120,240,151,A,1.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,15.2,11.94,10.67,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.2,11.94,10.67,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.2,11.94,10.67,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,240,480,303,A,1.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,30.6,23.7,21.92,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,30.6,23.7,21.92,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,30.6,23.7,21.92,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,360,720,454,A,1.0,6,60,0.1,0.03872983346207417,0.0466,0.2015,False,45.4,35.49,32.89,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,45.4,35.49,32.89,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,45.4,35.49,32.89,3,9,extrapolated,extrapolated,90.4,too_few_iterations,False,True,20260913|D3_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,480,960,605,A,1.0,11,60,0.18333333333333332,0.04995368225036439,0.1056,0.2992,False,60.9,47.58,43.98,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,60.9,47.58,43.98,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,60.9,47.58,43.98,4,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D3_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,600,1200,757,A,1.0,18,60,0.3,0.05916079783099616,0.199,0.4251,False,75.5,59.09,53.86,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,75.5,59.09,53.86,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,3,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,75.5,59.09,53.86,5,15,extrapolated,strongly_extrapolated,150.6,too_few_iterations,False,True,20260913|D3_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,120,240,151,A,1.0,2,60,0.03333333333333333,0.023174059571793568,0.0092,0.1136,False,14.8,11.62,10.8,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,14.8,11.62,10.8,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,14.8,11.62,10.8,1,4,observed,extrapolated,40.2,too_few_iterations,False,True,20260913|D4_N120_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,240,480,303,A,1.0,7,60,0.11666666666666667,0.04144384867012947,0.0577,0.2218,False,30.0,23.62,21.64,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,30.0,23.62,21.64,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,30.0,23.62,21.64,2,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D4_N240_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,360,720,454,A,1.0,11,60,0.18333333333333332,0.04995368225036439,0.1056,0.2992,False,45.0,35.03,31.95,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,45.0,35.03,31.95,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,45.0,35.03,31.95,3,12,extrapolated,strongly_extrapolated,120.5,too_few_iterations,False,True,20260913|D4_N360_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,480,960,605,A,1.0,14,60,0.23333333333333334,0.054602943890247176,0.1444,0.3544,False,60.8,47.5,43.53,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,60.8,47.5,43.53,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,60.8,47.5,43.53,4,16,extrapolated,strongly_extrapolated,160.6,too_few_iterations,False,True,20260913|D4_N480_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,600,1200,757,A,1.0,17,60,0.2833333333333333,0.05817438662555248,0.1851,0.4077,False,76.9,59.96,55.16,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,76.9,59.96,55.16,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.065_clustered_small_gap
0.065,clustered,small_gap,0.75,0.7,4,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,76.9,59.96,55.16,5,20,extrapolated,strongly_extrapolated,200.8,too_few_iterations,False,True,20260913|D4_N600_p0.065_clustered_small_gap
0.065,clustered,large_gap,0.85,0.7,1,120,240,151,A,1.0,5,60,0.08333333333333333,0.03568120160740314,0.0361,0.1807,False,15.2,14.15,10.77,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.2,14.15,10.77,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.2,14.15,10.77,1,1,observed,observed,10.0,too_few_iterations,False,True,20260913|D1_N120_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,240,480,303,A,1.0,25,60,0.4166666666666667,0.06364688465216445,0.3006,0.5427,False,30.6,28.25,22.02,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,30.6,28.25,22.02,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,30.6,28.25,22.02,2,2,extrapolated,extrapolated,20.1,too_few_iterations,False,True,20260913|D1_N240_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,360,720,454,A,1.0,34,60,0.5666666666666667,0.06397337409104348,0.441,0.6843,False,45.7,42.05,32.57,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,45.7,42.05,32.57,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,45.7,42.05,32.57,3,3,extrapolated,extrapolated,30.1,too_few_iterations,False,True,20260913|D1_N360_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,480,960,605,A,1.0,50,60,0.8333333333333334,0.04811252243246881,0.7197,0.9069,False,60.1,56.2,43.78,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,60.1,56.2,43.78,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,60.1,56.2,43.78,4,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D1_N480_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,600,1200,757,A,1.0,52,60,0.8666666666666667,0.04388537257362555,0.7583,0.9309,False,75.5,69.77,54.42,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,75.5,69.77,54.42,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,1,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,75.5,69.77,54.42,5,5,extrapolated,extrapolated,50.2,too_few_iterations,False,True,20260913|D1_N600_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,120,240,151,A,1.0,15,60,0.25,0.05590169943749474,0.1578,0.3723,False,15.1,14.07,10.67,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.1,14.07,10.67,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.1,14.07,10.67,1,2,observed,extrapolated,20.1,too_few_iterations,False,True,20260913|D2_N120_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,240,480,303,A,1.0,48,60,0.8,0.05163977794943222,0.6822,0.8817,False,30.8,28.57,21.72,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,240,480,303,B,12.0,0,60,0.0,0.0,0.0,0.0602,False,30.8,28.57,21.72,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,240,480,303,C,24.0,0,60,0.0,0.0,0.0,0.0602,False,30.8,28.57,21.72,2,4,extrapolated,extrapolated,40.2,too_few_iterations,False,True,20260913|D2_N240_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,360,720,454,A,1.0,53,60,0.8833333333333333,0.04144384867012948,0.7782,0.9423,False,46.1,42.5,33.35,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,360,720,454,B,18.0,0,60,0.0,0.0,0.0,0.0602,False,46.1,42.5,33.35,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,360,720,454,C,36.0,0,60,0.0,0.0,0.0,0.0602,False,46.1,42.5,33.35,3,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D2_N360_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,480,960,605,A,1.0,58,60,0.9666666666666667,0.023174059571793564,0.8864,0.9908,False,60.0,55.86,42.66,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,480,960,605,B,24.0,0,60,0.0,0.0,0.0,0.0602,False,60.0,55.86,42.66,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,480,960,605,C,48.0,0,60,0.0,0.0,0.0,0.0602,False,60.0,55.86,42.66,4,8,extrapolated,extrapolated,80.3,too_few_iterations,False,True,20260913|D2_N480_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,600,1200,757,A,1.0,60,60,1.0,0.0,0.9398,1.0,False,75.2,69.55,53.81,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,600,1200,757,B,30.0,0,60,0.0,0.0,0.0,0.0602,False,75.2,69.55,53.81,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,2,600,1200,757,C,60.0,0,60,0.0,0.0,0.0,0.0602,False,75.2,69.55,53.81,5,10,extrapolated,strongly_extrapolated,100.4,too_few_iterations,False,True,20260913|D2_N600_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,3,120,240,151,A,1.0,24,60,0.4,0.06324555320336758,0.2857,0.5263,False,15.2,13.98,10.61,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,3,120,240,151,B,6.0,0,60,0.0,0.0,0.0,0.0602,False,15.2,13.98,10.61,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,3,120,240,151,C,12.0,0,60,0.0,0.0,0.0,0.0602,False,15.2,13.98,10.61,1,3,observed,extrapolated,30.1,too_few_iterations,False,True,20260913|D3_N120_p0.065_clustered_large_gap
0.065,clustered,large_gap,0.85,0.7,3,240,480,303,A,1.0,54,60,0.9,0.03872983346207417,0.7985,0.9534,False,29.8,27.61,21.36,2,6,extrapolated,extrapolated,60.2,too_few_iterations,False,True,20260913|D3_N240_p0.065_clustered_large_gap
